"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"4278",4278,56,"Female","White","Medium","High School or less","Midwest",1,3
"4279",4279,44,"Female","White","Medium","Bachelor's or higher","West",2,2
"4280",4280,39,"Female","Hispanic","High","High School or less","South",4,4
"4281",4281,80,"Female","White","High","High School or less","South",3,5
"4282",4282,28,"Male","White","Medium","Some College","South",3,3
"4283",4283,61,"Male","White","Low","Bachelor's or higher","West",4,5
"4284",4284,60,"Male","White","Low","Some College","West",2,4
"4285",4285,40,"Female","Hispanic","Medium","High School or less","Northeast",5,4
"4286",4286,78,"Female","White","Medium","Bachelor's or higher","Midwest",3,4
"4287",4287,37,"Female","Asian","Medium","High School or less","Midwest",5,2
"4288",4288,50,"Male","Black","Low","Bachelor's or higher","South",3,1
"4289",4289,57,"Female","White","Medium","High School or less","West",2,5
"4290",4290,90,"Male","White","Medium","High School or less","South",1,5
"4291",4291,61,"Female","Hispanic","Medium","High School or less","Northeast",2,4
"4292",4292,81,"Male","White","Low","Bachelor's or higher","West",4,2
"4293",4293,37,"Female","White","High","Some College","Midwest",3,4
"4294",4294,19,"Female","White","Low","High School or less","Northeast",4,2
"4295",4295,66,"Female","Black","Medium","High School or less","South",5,4
"4296",4296,21,"Female","White","Low","Bachelor's or higher","West",1,2
"4297",4297,26,"Male","Asian","High","High School or less","Midwest",1,2
"4298",4298,61,"Male","White","Medium","Some College","West",4,2
"4299",4299,49,"Female","White","Medium","Some College","Northeast",3,4
"4300",4300,65,"Female","Asian","High","Bachelor's or higher","South",5,4
"4301",4301,76,"Female","White","Medium","Bachelor's or higher","Northeast",5,4
"4302",4302,66,"Male","White","Medium","Some College","South",1,1
"4303",4303,57,"Male","White","High","Some College","Midwest",3,5
"4304",4304,60,"Male","Asian","Medium","Some College","Northeast",3,2
"4305",4305,53,"Male","Hispanic","Medium","Bachelor's or higher","Northeast",3,4
"4306",4306,81,"Female","White","High","High School or less","South",1,4
"4307",4307,51,"Female","Black","High","Bachelor's or higher","Midwest",2,4
"4308",4308,65,"Male","Hispanic","Low","Bachelor's or higher","South",5,4
"4309",4309,33,"Male","Hispanic","Medium","High School or less","Northeast",5,2
"4310",4310,51,"Male","Black","Medium","Some College","South",3,4
"4311",4311,18,"Male","White","High","Bachelor's or higher","South",2,4
"4312",4312,52,"Female","White","Medium","High School or less","Northeast",3,4
"4313",4313,23,"Male","Other","High","Some College","South",4,2
"4314",4314,48,"Female","Black","Low","Bachelor's or higher","West",3,2
"4315",4315,46,"Female","Black","Medium","Bachelor's or higher","South",4,1
"4316",4316,67,"Male","Hispanic","Medium","Bachelor's or higher","West",5,2
"4317",4317,38,"Female","White","Medium","Some College","West",3,4
"4318",4318,38,"Female","Black","Low","Some College","Northeast",4,2
"4319",4319,18,"Female","White","Low","High School or less","West",4,5
"4320",4320,61,"Female","Black","Medium","Bachelor's or higher","Midwest",5,5
"4321",4321,70,"Male","Black","Medium","Some College","South",1,1
"4322",4322,46,"Female","White","High","High School or less","Northeast",4,5
"4323",4323,77,"Female","Hispanic","Low","High School or less","West",1,1
"4324",4324,43,"Female","White","High","Some College","South",2,3
"4325",4325,32,"Female","White","Medium","High School or less","South",5,1
"4326",4326,54,"Male","White","Low","Some College","South",2,3
"4327",4327,62,"Male","White","Medium","High School or less","Northeast",3,2
"4328",4328,23,"Female","White","Medium","Bachelor's or higher","Midwest",5,5
"4329",4329,21,"Male","Hispanic","Low","Some College","Midwest",4,4
"4330",4330,51,"Male","Hispanic","Low","High School or less","Northeast",3,5
"4331",4331,59,"Female","White","High","High School or less","West",1,3
"4332",4332,18,"Female","Black","Medium","High School or less","South",3,3
"4333",4333,19,"Male","White","High","High School or less","South",2,4
"4334",4334,56,"Female","White","Low","Bachelor's or higher","South",1,4
"4335",4335,66,"Female","Black","Medium","High School or less","West",3,2
"4336",4336,43,"Male","White","High","High School or less","Midwest",4,2
"4337",4337,72,"Female","White","Low","High School or less","West",3,5
"4338",4338,39,"Female","White","Low","High School or less","West",5,3
"4339",4339,47,"Male","Hispanic","High","High School or less","West",4,3
"4340",4340,74,"Female","Black","High","High School or less","Midwest",4,4
"4341",4341,49,"Male","White","High","High School or less","West",4,2
"4342",4342,50,"Female","White","High","High School or less","Midwest",2,5
"4343",4343,34,"Female","Black","Medium","Some College","South",4,3
"4344",4344,51,"Female","White","Medium","Bachelor's or higher","Northeast",3,5
"4345",4345,38,"Male","Black","Medium","Bachelor's or higher","Northeast",4,4
"4346",4346,18,"Female","Hispanic","High","Bachelor's or higher","West",2,5
"4347",4347,33,"Female","White","Medium","Bachelor's or higher","Northeast",2,5
"4348",4348,46,"Female","White","Low","Some College","Northeast",2,2
"4349",4349,53,"Male","White","Medium","Some College","South",5,2
"4350",4350,69,"Male","White","High","High School or less","South",1,3
"4351",4351,51,"Female","Hispanic","High","High School or less","Midwest",4,3
"4352",4352,48,"Female","White","Medium","High School or less","West",5,4
"4353",4353,70,"Female","White","Medium","Some College","South",4,5
"4354",4354,90,"Male","Asian","High","High School or less","South",5,4
"4355",4355,48,"Male","White","Low","Bachelor's or higher","Midwest",4,3
"4356",4356,71,"Female","Asian","Low","Bachelor's or higher","South",3,2
"4357",4357,59,"Male","Hispanic","High","Bachelor's or higher","South",3,4
"4358",4358,49,"Female","Black","Low","Bachelor's or higher","South",3,5
"4359",4359,18,"Female","White","High","High School or less","Midwest",2,1
"4360",4360,33,"Female","White","High","High School or less","West",3,4
"4361",4361,40,"Male","White","High","Some College","South",4,3
"4362",4362,30,"Male","White","Medium","High School or less","South",4,4
"4363",4363,29,"Female","Asian","High","Some College","West",5,4
"4364",4364,43,"Male","White","Low","Some College","South",3,3
"4365",4365,67,"Male","Black","High","Some College","South",4,2
"4366",4366,33,"Female","Asian","Medium","Some College","Midwest",5,2
"4367",4367,52,"Male","White","Low","Bachelor's or higher","South",3,4
"4368",4368,46,"Female","Hispanic","High","Some College","South",4,1
"4369",4369,64,"Female","White","High","Bachelor's or higher","Northeast",5,5
"4370",4370,51,"Male","Hispanic","Medium","Some College","Midwest",2,5
"4371",4371,47,"Female","White","Medium","Bachelor's or higher","Midwest",5,3
"4372",4372,39,"Male","Hispanic","Medium","High School or less","West",3,3
"4373",4373,66,"Female","White","Low","Some College","South",4,3
"4374",4374,71,"Male","Hispanic","Medium","Some College","Northeast",2,4
"4375",4375,50,"Female","White","Low","High School or less","Northeast",2,3
"4376",4376,90,"Female","White","Low","Some College","South",3,5
"4377",4377,50,"Female","White","High","High School or less","Northeast",4,2
"4378",4378,90,"Female","White","High","High School or less","Midwest",2,3
"4379",4379,48,"Female","Hispanic","High","Bachelor's or higher","West",2,3
"4380",4380,22,"Male","White","Medium","Bachelor's or higher","South",4,3
"4381",4381,24,"Male","White","Low","High School or less","South",3,5
"4382",4382,34,"Male","Black","Low","High School or less","Northeast",5,2
"4383",4383,77,"Male","White","Medium","Bachelor's or higher","South",2,4
"4384",4384,81,"Female","Asian","Medium","High School or less","South",4,1
"4385",4385,57,"Male","White","Low","Bachelor's or higher","Midwest",3,4
"4386",4386,56,"Female","White","High","Some College","West",2,4
"4387",4387,40,"Male","White","Low","Some College","South",4,3
"4388",4388,38,"Male","White","Medium","High School or less","Midwest",3,4
"4389",4389,37,"Female","White","Medium","Some College","Northeast",2,3
"4390",4390,34,"Male","White","High","High School or less","Northeast",3,3
"4391",4391,40,"Female","Hispanic","Medium","High School or less","West",4,4
"4392",4392,39,"Female","White","Medium","High School or less","Northeast",5,5
"4393",4393,60,"Female","White","Low","Some College","West",3,4
"4394",4394,64,"Female","White","High","Some College","South",2,5
"4395",4395,79,"Male","White","Low","High School or less","South",3,5
"4396",4396,18,"Male","White","Low","High School or less","Northeast",3,4
"4397",4397,59,"Female","White","Low","Some College","South",2,4
"4398",4398,44,"Female","Asian","Low","High School or less","West",5,5
"4399",4399,45,"Male","White","High","High School or less","West",5,2
"4400",4400,20,"Female","Hispanic","Low","Some College","South",3,2
"4401",4401,49,"Male","Hispanic","High","Some College","South",3,3
"4402",4402,36,"Male","Hispanic","High","Some College","West",5,2
"4403",4403,56,"Male","White","Low","Bachelor's or higher","West",3,1
"4404",4404,30,"Female","White","Low","High School or less","South",4,2
"4405",4405,90,"Male","Hispanic","Low","Bachelor's or higher","South",4,3
"4406",4406,36,"Male","Black","Medium","High School or less","Midwest",1,5
"4407",4407,45,"Female","Black","High","High School or less","South",4,1
"4408",4408,28,"Female","White","Low","Bachelor's or higher","West",3,4
"4409",4409,44,"Female","White","High","High School or less","Northeast",4,3
"4410",4410,88,"Female","White","Low","High School or less","South",4,2
"4411",4411,43,"Female","Black","Low","Some College","West",3,5
"4412",4412,61,"Female","White","Medium","Bachelor's or higher","South",4,5
"4413",4413,33,"Female","Black","Low","Bachelor's or higher","South",3,4
"4414",4414,78,"Male","White","High","Some College","South",2,1
"4415",4415,58,"Male","Hispanic","High","High School or less","South",5,5
"4416",4416,37,"Female","White","Medium","High School or less","South",5,3
"4417",4417,54,"Male","White","Medium","High School or less","South",3,4
"4418",4418,43,"Male","White","High","Bachelor's or higher","West",3,3
"4419",4419,59,"Female","White","Medium","Bachelor's or higher","Midwest",4,2
"4420",4420,35,"Female","White","Medium","Some College","West",3,3
"4421",4421,58,"Male","Hispanic","Medium","High School or less","Northeast",3,2
"4422",4422,78,"Female","Asian","Low","High School or less","Midwest",4,3
"4423",4423,73,"Male","White","Medium","Some College","West",3,2
"4424",4424,55,"Male","White","High","Bachelor's or higher","Midwest",3,3
"4425",4425,56,"Male","White","Medium","High School or less","West",2,2
"4426",4426,58,"Male","White","High","Bachelor's or higher","South",3,4
"4427",4427,66,"Male","Hispanic","High","High School or less","South",5,3
"4428",4428,57,"Male","Hispanic","Medium","Bachelor's or higher","West",4,1
"4429",4429,61,"Female","Black","Medium","High School or less","Northeast",5,2
"4430",4430,61,"Female","White","Low","High School or less","South",2,1
"4431",4431,54,"Female","Hispanic","Medium","High School or less","South",5,4
"4432",4432,63,"Male","White","Medium","High School or less","South",2,5
"4433",4433,51,"Male","White","Low","Some College","Midwest",4,1
"4434",4434,68,"Male","White","High","High School or less","Midwest",1,3
"4435",4435,42,"Male","White","Medium","High School or less","South",4,3
"4436",4436,53,"Female","White","Low","Some College","West",5,2
"4437",4437,51,"Male","Other","Low","Some College","Northeast",3,4
"4438",4438,31,"Female","Hispanic","Medium","Bachelor's or higher","West",2,5
"4439",4439,72,"Male","White","Low","High School or less","Midwest",4,4
"4440",4440,29,"Female","White","Medium","High School or less","Midwest",1,3
"4441",4441,73,"Male","Hispanic","Low","High School or less","Midwest",4,1
"4442",4442,31,"Male","White","Medium","High School or less","West",5,1
"4443",4443,32,"Female","White","Medium","Bachelor's or higher","South",4,4
"4444",4444,65,"Female","White","Medium","Bachelor's or higher","South",5,4
"4445",4445,49,"Male","White","High","High School or less","South",5,4
"4446",4446,18,"Male","Hispanic","Medium","Bachelor's or higher","Northeast",5,4
"4447",4447,77,"Female","White","Low","Bachelor's or higher","South",2,2
"4448",4448,18,"Male","Black","Low","Some College","South",4,4
"4449",4449,38,"Male","Hispanic","High","Bachelor's or higher","South",5,4
"4450",4450,23,"Female","Hispanic","Medium","Bachelor's or higher","West",3,4
"4451",4451,40,"Male","Black","Low","High School or less","South",3,3
"4452",4452,52,"Male","Black","Medium","High School or less","Northeast",4,3
"4453",4453,44,"Female","White","Low","Some College","West",4,3
"4454",4454,40,"Male","Hispanic","Low","High School or less","Northeast",3,5
"4455",4455,47,"Male","Hispanic","Medium","High School or less","West",1,4
"4456",4456,55,"Female","Black","High","Bachelor's or higher","Midwest",3,1
"4457",4457,35,"Female","White","Low","Some College","South",4,3
"4458",4458,18,"Female","Hispanic","High","Some College","South",3,4
"4459",4459,33,"Male","Hispanic","Medium","Some College","South",2,3
"4460",4460,18,"Male","White","Medium","High School or less","Midwest",4,5
"4461",4461,61,"Male","White","Low","High School or less","South",3,4
"4462",4462,84,"Male","Hispanic","High","Bachelor's or higher","South",4,4
"4463",4463,29,"Male","White","High","Bachelor's or higher","Midwest",2,4
"4464",4464,34,"Male","White","High","High School or less","Northeast",5,4
"4465",4465,34,"Male","White","Medium","Some College","Midwest",4,5
"4466",4466,64,"Female","Black","Medium","Bachelor's or higher","Northeast",4,2
"4467",4467,51,"Male","White","Medium","Bachelor's or higher","Midwest",4,2
"4468",4468,59,"Female","White","High","Some College","Midwest",4,3
"4469",4469,64,"Male","White","Low","High School or less","Northeast",5,3
"4470",4470,54,"Male","White","Medium","High School or less","South",4,2
"4471",4471,58,"Male","Asian","High","High School or less","West",3,5
